measurement_id,geometry_id,x,y,z,var_r,var_z
0,1224979236083763456,14.441783,29.1427612,-14.5476818,3.12335433e-05,0.000224999996
1,1224979373522785024,30.3488312,61.8066101,-5.15956545,3.00458687e-05,0.000224999996
2,1224979510961821184,49.7856598,102.354462,6.41102743,7.17240118e-06,0.000224999996
3,1224979648400613376,73.7375565,153.494476,20.9154739,1.39434933e-05,0.000224999996
4,1729382394349423616,111.308075,236.478516,44.4920235,0.000240486333,1.44000006
5,1729382531788189184,151.071136,327.847321,69.4402695,0.000204362514,1.44000006
6,1729382669227164160,204.579956,458.307465,107.318161,0.000219668509,1.44000006
7,1729382806666155264,260.923889,605.548462,148.343796,0.00015136537,1.44000006
8,2089670364538898176,315.527466,756.685303,222.770187,0.000619197264,8.2899769e-06
9,2089670364538898432,316.486237,763.917908,222,0.000636512355,3.7079652e-35
10,2089670501977894656,374.424988,948.08844,222.663788,0.000569148222,8.2899769e-06
11,2089670501977894912,376.922089,954.301453,222,0.000569792872,3.66286049e-35
