measurement_id,geometry_id,x,y,z,var_r,var_z
0,1152922191801627904,155.393753,-46.6046104,-983.200012,0.000899999985,8.43614858e-37
1,1152922329240581376,133.071106,-39.7424507,-843.200012,0.000899999985,8.43614858e-37
2,1152922466679534848,113.929329,-33.8855934,-723.200012,0.000899999985,8.43614858e-37
3,1152922604118479104,96.9338379,-28.7622547,-616.799988,0.000899999985,8.43614858e-37
4,1224979236083755776,30.6657219,-8.99614429,-202.476852,1.44156999e-07,0.000224999996
5,1224979373522768384,64.9431076,-19.133688,-416.710144,1.71801972e-07,0.000224999996
6,1224979373522771968,66.3962555,-19.5840149,-425.79837,3.92840811e-05,0.000224999996
7,1657324800311315456,467.266846,-149.226944,-2957.5,5.7358222,7.2665121e-34
8,1657324937750268928,403.344879,-127.060585,-2557.5,5.73279572,7.2665121e-34
9,1657325075189212160,347.309753,-108.24704,-2192.5,5.75995064,4.75410507e-34
10,1657325212628165632,293.039062,-90.4381485,-1842.5,5.75999975,4.75410507e-34
11,1657325350067119104,243.549301,-74.4116135,-1542.5,5.75995874,4.75410507e-34
