measurement_id,geometry_id,x,y,z,var_r,var_z
0,1224979236083737856,-22.5862465,-22.8956814,-163.910355,1.14829609e-05,0.000224999996
1,1224979373522730496,-48.0259933,-48.3641548,-238.503632,1.21581488e-05,0.000224999996
2,1224979510961730304,-80.3701248,-80.2457733,-332.568176,3.2749067e-06,0.000224999996
3,1224979510961733888,-81.5858536,-81.4140396,-336.048279,2.93140856e-05,0.000224999996
4,1224979648400746752,-121.507645,-120.018066,-451.079712,1.91277595e-05,0.000224999996
5,1657325350067136512,-518.570435,-463.195679,-1542.5,5.757936,2.5015541e-33
6,1657325487506089984,-426.847534,-390.230072,-1292.5,5.75968647,2.5015541e-33
7,1729382394349324800,-186.109146,-180.781143,-634.348816,0.00013492172,1.44000006
8,1729382531788336640,-259.73938,-247.532639,-840.979492,0.000116690331,1.44000006
9,2017613045378878720,-759.214294,-635.44696,-2275.5,1.03915509e-05,1.18563579e-35
10,2017613045378878976,-759.079712,-638.460632,-2270.5,8.69626601e-05,1.2607141e-35
11,2017613182817807616,-619.443665,-538.086304,-1895.5,3.43802603e-05,1.18563579e-35
12,2017613182817807872,-619.920105,-540.799194,-1890.5,0.000141973316,1.2607141e-35
