measurement_id,geometry_id,x,y,z,var_r,var_z
0,1224979236083767296,-6.42945576,31.4117031,29.8407383,6.0226007e-06,0.000224999996
1,1224979236083770880,-6.75884104,32.8658409,29.758707,8.36905601e-05,0.000224999996
2,1224979373522796032,-13.6369486,66.7673264,27.3054428,1.18244479e-05,0.000224999996
3,1224979510961663488,-22.7145634,112.613678,24.0224915,2.35939879e-05,0.000224999996
4,1224979648400645632,-33.318615,166.988358,20.1106071,1.38658443e-05,0.000224999996
5,1729382394349240832,-50.3407898,256.73053,11.9998493,0.000254409824,1.44000006
6,1729382531788221184,-67.5024338,351.913605,6.30082893,9.75739968e-05,1.44000006
7,1729382669227212288,-91.2039719,490.348358,-2.61370707,0.000129112595,1.44000006
8,1729382806666208768,-116.804337,652.126953,-13.1506147,0.000219742389,1.44000006
9,2089670364538961664,-137.408646,800.733704,3.68167758,0.000251798803,8.2899769e-06
10,2089670364538961920,-139.356308,807.239502,5,0.000256768661,1.7131688e-35
11,2089670501977979648,-163.439499,1004.10455,5.15607834,0.000488857331,8.2899769e-06
12,2089670501977979904,-166.010071,1010.69653,5,0.000498769165,1.91616843e-35
