measurement_id,geometry_id,x,y,z,var_r,var_z
0,1224979236083767552,2.32732868,32.4675903,77.6822815,3.26234513e-05,0.000224999996
1,1224979373522790144,4.99947214,68.7897949,231.075012,3.2957596e-05,0.000224999996
2,1224979510961650944,8.37164879,113.358887,419.291656,4.77274034e-06,0.000224999996
3,1224979510961654528,8.50121593,115.212036,427.146759,3.3331904e-05,0.000224999996
4,1297036830121671680,12.159111,161.450638,622.599976,0.000899999985,8.43614858e-37
5,1729382394349237760,20.1365681,256.956665,1025.05347,3.80565507e-05,1.44000006
6,1729382394349437184,20.6375923,263.152405,1050.37573,0.000380517391,1.44000006
7,1801439988387152640,25.7134514,319.638489,1297.5,5.75982761,5.36902196e-33
8,1801440125826106112,31.2651558,380.080933,1547.5,5.75969553,5.36902196e-33
9,1801440263265080320,38.2689705,452.798004,1852.5,5.73551798,5.27935525e-33
10,1801440400704033792,46.5728531,535.507996,2202.5,5.73730755,5.27935525e-33
11,1801440538142988032,55.1283531,616.544617,2547.5,5.758811,5.36902196e-33
