measurement_id,geometry_id,x,y,z,var_r,var_z
0,1224979236083749120,14.7865505,-28.346981,-8.47199821,9.15535168e-07,0.000224999996
1,1224979373522752768,31.2254791,-60.1080017,-9.49727535,1.01457408e-06,0.000224999996
2,1224979373522756352,32.0571823,-61.6929092,-9.52771759,4.67062819e-05,0.000224999996
3,1224979510961774336,52.4795456,-101.511154,-10.8102598,1.42534509e-05,0.000224999996
4,1224979648400810240,77.5476074,-150.858444,-12.3381872,6.98743952e-06,0.000224999996
5,1224979648400813824,78.3525696,-152.442947,-12.3945904,2.54104252e-05,0.000224999996
6,1729382394349369856,118.02758,-231.665009,-13.4476004,0.000165078498,1.44000006
7,1729382531788398592,162.547272,-322.393127,-19.2660923,0.000207263351,1.44000006
8,1729382669227459584,223.198502,-449.05423,-20.5546436,0.000207356119,1.44000006
9,1729382806666542080,289.563812,-592.299011,-28.6720066,0.000149616753,1.44000006
10,2089670364539337984,354.09668,-740.005066,5.89053345,0.000644913584,8.2899769e-06
11,2089670364539338240,358.083038,-745.763,5,0.000655653304,9.48108514e-36
12,2089670501978484992,434.57193,-927.995544,6.85658407,0.000779353897,8.2899769e-06
13,2089670501978495744,429.884094,-916.381409,3.64431977,0.000284000678,8.2899769e-06
14,2089670501978496000,433.834503,-922.033203,5,0.000290050055,7.79067275e-36
