measurement_id,geometry_id,x,y,z,var_r,var_z
0,1224979236083774208,-22.0410595,23.6752243,-44.8808174,2.16509288e-05,0.000224999996
1,1224979373522699008,-46.6222687,50.2455521,-48.7764664,2.21101254e-05,0.000224999996
2,1224979510961677568,-77.3315506,83.6540985,-53.6510315,8.76355716e-06,0.000224999996
3,1224979648400670464,-115.554703,125.59787,-59.7448158,1.78960709e-05,0.000224999996
4,1729382394349266944,-174.382996,190.827225,-68.4871597,8.12472863e-05,1.44000006
5,1729382531788252672,-244.494751,269.900848,-80.1046219,0.000330045907,1.44000006
6,1729382531788258048,-240.287384,265.082123,-80.4552994,7.51558182e-05,1.44000006
7,1729382669227249152,-336.335297,375.390656,-96.357338,0.000280145934,1.44000006
8,1729382669227254528,-332.197601,370.612427,-96.118042,9.82838392e-05,1.44000006
9,1729382806666267136,-438.380707,495.601868,-112.014442,0.000201482544,1.44000006
10,2089670364539035392,-535.332825,614.22113,-104.052856,0.000368655717,8.2899769e-06
11,2089670364539035648,-540.405396,618.793762,-103.5,0.000374737603,1.57025192e-36
12,2089670501978064128,-661.383911,772.370667,-103.467171,0.000470219296,8.2899769e-06
13,2089670501978064384,-667.217957,776.524841,-103.5,0.00048146589,1.99529045e-36
