measurement_id,geometry_id,x,y,z,var_r,var_z
0,1152922329240579840,42.5774422,-144.733932,-844.400024,0.000899999985,8.43614858e-37
1,1152922466679533312,36.6464424,-124.325371,-724.400024,0.000899999985,8.43614858e-37
2,1152922604118486784,31.7329445,-107.273056,-624.400024,0.000899999985,8.43614858e-37
3,1224979236083748608,9.39135742,-31.383976,-178.122925,4.360819e-05,0.000224999996
4,1224979373522746880,19.3334045,-64.9026337,-375.357819,6.4799292e-07,0.000224999996
5,1224979373522750464,19.7898235,-66.5452194,-384.943115,4.42676355e-05,0.000224999996
6,1657324800311313920,141.998138,-507.904388,-2957.5,5.75593567,4.93065697e-33
7,1657324937750267392,123.366875,-437.387299,-2557.5,5.75660753,4.93065697e-33
8,1657325075189210112,106.741035,-374.526123,-2197.5,5.74370813,5.13213707e-33
9,1657325075189220864,107.403358,-377.392029,-2207.5,5.75723219,4.93065697e-33
10,1657325212628163584,90.485054,-314.782593,-1847.5,5.74229479,5.13213707e-33
11,1657325350067117056,76.5284729,-264.581421,-1547.5,5.74122524,5.13213707e-33
