particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,1224979236083767552,2.31429386,32.4660034,77.6725998,0.459100813,0.705782413,9.74435806,41.1458321,42.2899666,0,0,0,0,0
4503599644147712,1224979373522790144,4.98591089,68.7881622,231.056503,0.984961331,0.727560639,9.74275589,41.1458321,42.2899666,0,0,0,0,1
4503599644147712,1224979510961650944,8.37580395,113.358879,419.308105,1.63036215,0.754284561,9.74072361,41.1458321,42.2899666,0,0,0,0,2
4503599644147712,1224979510961654528,8.51958179,115.214226,427.145325,1.65723121,0.755396962,9.74063778,41.1458321,42.2899666,0,0,0,0,3
4503599644147712,1297036830121671680,12.1738262,161.479919,622.599976,2.32732701,0.783137202,9.73844624,41.1458321,42.2899666,0,0,0,0,4
4503599644147712,1729382394349237760,20.1343899,256.95697,1026.09717,3.71067429,0.840383828,9.7336731,41.1458321,42.2899666,0,0,0,0,5
4503599644147712,1729382394349437184,20.6695976,263.142242,1052.24365,3.8003149,0.844092369,9.73335266,41.1458321,42.2899666,0,0,0,0,6
4503599644147712,1801439988387152640,25.8046093,321.15033,1297.5,4.64115047,0.878873169,9.73027325,41.1458321,42.2899666,0,0,0,0,7
4503599644147712,1801440125826106112,31.2522774,380.261139,1547.5,5.49824905,0.914315104,9.72700691,41.1458321,42.2899666,0,0,0,0,8
4503599644147712,1801440263265080320,38.189991,452.348816,1852.5,6.54390955,0.95753783,9.72284698,41.1458321,42.2899666,0,0,0,0,9
4503599644147712,1801440400704033792,46.5459976,535.033447,2202.5,7.74384737,1.00711429,9.71783733,41.1458321,42.2899666,0,0,0,0,10
4503599644147712,1801440538142988032,55.1952477,616.49408,2547.5,8.92664337,1.05595684,9.71265125,41.1458321,42.2899666,0,0,0,0,11
