measurement_id,geometry_id,x,y,z,var_r,var_z
0,1224979236083759616,22.0919056,23.2836342,-121.249046,7.88572106e-06,0.000224999996
1,1224979373522777344,46.9792252,49.1856537,-160.980484,8.45195245e-06,0.000224999996
2,1224979510961813248,79.6628036,82.743782,-212.786072,2.32554357e-05,0.000224999996
3,1224979648400598016,118.668198,122.155464,-274.156097,1.41364908e-05,0.000224999996
4,1729382394349416960,182.691849,185.415283,-372.477478,0.000181722135,1.44000006
5,1729382531788466688,254.766083,254.276871,-483.663513,0.000163071702,1.44000006
6,1729382669227145728,356.224426,347.776093,-639.210327,0.000102265753,1.44000006
7,1729382806666119936,479.909576,456.36319,-818.357849,0.00021430591,1.44000006
8,2089670364539477248,600.645325,555.917175,-971.06604,0.000549888704,8.2899769e-06
9,2089670364539477504,605.412842,560.694275,-971.5,0.000552933838,3.73035211e-35
