particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
166633186246262784,1152921916923715584,-137.687439,81.525238,-1324.40002,9.86155224,-6.34001875,3.69834232,-68.6616058,69.052887,0,0,0,0,9
108086391073669120,1152921916923716096,-150.790176,30.7133541,-1324.40002,7.58152819,-4.66859436,0.904418468,-43.8297958,44.0871391,0,0,0,0,7
202661983265226752,1152921916923716608,-162.2146,-29.1257248,-1324.40002,8.43976593,-3.31115508,-0.64457798,-26.3249893,26.5404491,0,0,0,0,7
4503599660924928,1152921916923716864,141.159866,65.791893,-1323.19995,2.43662977,3.48969197,1.67779887,-33.807972,34.0291481,0,0,0,0,8
4503599660924928,1152921916923719680,141.283722,65.8514481,-1324.40002,2.44065881,3.48965621,1.67787313,-33.807972,34.0291481,0,0,0,0,9
27021597781000192,1152922054362668800,-132.455719,94.5005035,-1123.19995,-0.815503538,-3.80762434,2.77606773,-30.477459,30.8397655,0,0,0,0,8
166633186246262784,1152922054362669056,-119.229424,70.7364502,-1124.40002,9.19062233,-6.33354998,3.70940948,-68.6616058,69.052887,0,0,0,0,8
108086391073669120,1152922054362669568,-129.492569,26.5572586,-1124.40002,6.91048336,-4.66610241,0.917188227,-43.8297958,44.0871391,0,0,0,0,6
202661983265226752,1152922054362670080,-137.047546,-24.2859554,-1124.40002,7.7671771,-3.31405687,-0.62948817,-26.3249893,26.5404491,0,0,0,0,6
4503599660924928,1152922054362670336,120.498108,55.9030685,-1123.19995,1.7651372,3.49562097,1.66541028,-33.807972,34.0291481,0,0,0,0,6
4503599660924928,1152922054362673152,120.622177,55.9621811,-1124.40002,1.76916611,3.49558568,1.66548479,-33.807972,34.0291481,0,0,0,0,7
144115188092633088,1152922191801620736,164.239532,-4.49570322,-983.200012,-0.289169252,3.89171433,-0.0571194142,-24.1893253,24.500679,0,0,0,0,6
27021597781000192,1152922191801622272,-114.947632,81.7725754,-983.200012,-1.28804469,-3.81525588,2.76557016,-30.477459,30.8397655,0,0,0,0,6
27021597781000192,1152922191801622528,-115.097847,81.8814621,-984.400024,-1.28399432,-3.81519055,2.76566005,-30.477459,30.8397655,0,0,0,0,7
166633186246262784,1152922191801622528,-106.320038,63.1651306,-984.400024,8.72097111,-6.32901049,3.71714973,-68.6616058,69.052887,0,0,0,0,7
108086391073669120,1152922191801623040,-114.591034,23.6133289,-984.400024,6.44075155,-4.66433716,0.926122963,-43.8297958,44.0871391,0,0,0,0,5
202661983265226752,1152922191801623552,-119.417625,-20.9663544,-984.400024,7.29636526,-3.31604719,-0.618917525,-26.3249893,26.5404491,0,0,0,0,5
4503599660924928,1152922191801623808,106.014069,49.0245209,-983.200012,1.29509223,3.49974537,1.65672588,-33.807972,34.0291481,0,0,0,0,4
22517998153629696,1152922191801624576,-131.734024,-108.407555,-983.200012,5.01592207,-1.51769328,-1.31478322,-11.4866524,11.6613197,0,0,0,0,7
175640385484226560,1152922191801625088,-80.1578903,-149.259445,-983.200012,5.64612532,-3.50705028,-6.63796568,-41.168869,41.8479233,0,0,0,0,6
4503599660924928,1152922191801626624,106.13829,49.0833282,-984.400024,1.29912126,3.49971008,1.65680039,-33.807972,34.0291481,0,0,0,0,5
211669182519967744,1152922191801627136,103.934708,-129.414337,-984.400024,2.67688084,0.681768119,-0.769526541,-5.92743349,6.01686049,0,0,0,0,7
81064793309446144,1152922191801629440,17.2633629,157.458862,-983.200012,3.82409072,0.985173166,8.54402924,-48.6093292,49.3644524,0,0,0,0,6
166633186246262784,1152922329240568576,-92.6093597,55.1006012,-835.599976,8.2217989,-6.32417488,3.72537065,-68.6616058,69.052887,0,0,0,0,5
108086391073669120,1152922329240568832,-98.8867035,20.4786873,-836.799988,5.9455204,-4.66245794,0.935539067,-43.8297958,44.0871391,0,0,0,0,4
202661983265226752,1152922329240569344,-100.819283,-17.527441,-836.799988,6.79999495,-3.31810927,-0.607766271,-26.3249893,26.5404491,0,0,0,0,4
