particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,-13,0,0.0175653845,-0.00619817991,6.60213089,-5.83325195,2.37506604,-7.91667509,-46.6243668,0.105658367,1
4503599660924928,13,0,0.0175653845,-0.00619817991,6.60213089,-5.83325195,6.83228207,1.8825835,48.9249382,0.105658367,-1
9007199271518208,-13,0,-0.0181349497,-0.0096377898,40.236618,5.90451813,-1.01518083,6.2328701,-22.5904102,0.105658367,1
9007199288295424,13,0,-0.0181349497,-0.0096377898,40.236618,5.90451813,3.45775056,-5.06650448,-3.1035409,0.105658367,-1
13510798898888704,-13,0,-0.00589785445,-0.00740632415,-178.506073,2.57223272,8.15308857,1.27528822,14.0055656,0.105658367,1
13510798915665920,-13,0,-0.00589785445,-0.00740632415,-178.506073,2.57223272,-1.33895218,-5.18895388,-4.09437752,0.105658367,1
18014398526259200,13,0,0.0154289287,0.00816013664,31.6258545,-8.78047371,-2.60919261,-2.99433756,-14.0809097,0.105658367,-1
18014398543036416,-13,0,0.0154289287,0.00816013664,31.6258545,-8.78047371,0.43446514,-1.67351568,-0.202620372,0.105658367,1
22517998153629696,13,0,0.0085759582,-0.0195711758,-21.4203186,0.598318279,0.637025237,0.824838638,-6.74449825,0.105658367,-1
22517998170406912,13,0,0.0085759582,-0.0195711758,-21.4203186,0.598318279,5.19917965,-7.08425045,5.49888134,0.105658367,-1
27021597781000192,-13,0,-0.014389134,-0.00253610662,-12.1577578,2.90478086,-4.538908,-7.53692675,-35.9588928,0.105658367,1
27021597797777408,-13,0,-0.014389134,-0.00253610662,-12.1577578,2.90478086,3.78141236,0.0930828229,-5.59575081,0.105658367,1
31525197408370688,-13,0,0.0159713514,-0.0195473898,-101.744682,1.43016338,5.13934803,-3.82237267,-56.7311974,0.105658367,1
31525197425147904,13,0,0.0159713514,-0.0195473898,-101.744682,1.43016338,-0.931508064,-3.91430163,-4.43648767,0.105658367,-1
36028797035741184,-13,0,0.00586001715,-0.00756784203,-39.5491867,-16.744482,1.16836619,0.609679639,-3.91696095,0.105658367,1
36028797052518400,-13,0,0.00586001715,-0.00756784203,-39.5491867,-16.744482,0.52850461,-4.31063318,-2.19933105,0.105658367,1
40532396663111680,13,0,0.000964094477,-0.0153867695,88.1875458,-1.51803529,-3.11009383,9.3913517,-45.5555534,0.105658367,-1
40532396679888896,13,0,0.000964094477,-0.0153867695,88.1875458,-1.51803529,0.518963635,-1.96765625,3.41384959,0.105658367,-1
45035996290482176,-13,0,-0.00123443024,0.00873398036,-0.214792028,-2.82989073,-6.08182383,-5.30597782,-23.4557095,0.105658367,1
45035996307259392,-13,0,-0.00123443024,0.00873398036,-0.214792028,-2.82989073,-0.111718081,-7.00260878,38.3457184,0.105658367,1
49539595917852672,-13,0,0.00683105551,0.0238718539,-53.1230125,-5.04901314,6.20693398,-2.95093822,-1.88811302,0.105658367,1
49539595934629888,13,0,0.00683105551,0.0238718539,-53.1230125,-5.04901314,0.190146223,8.8843317,-34.3168259,0.105658367,-1
54043195545223168,13,0,0.000309671857,0.0273953322,-18.4695988,6.25019836,5.1870327,-3.70649457,-16.2732391,0.105658367,-1
54043195562000384,-13,0,0.000309671857,0.0273953322,-18.4695988,6.25019836,2.90764785,-4.45434427,-25.3208733,0.105658367,1
58546795172593664,13,0,-0.00180274434,-0.00668098824,-33.2733231,2.51218343,-0.940726578,-1.09056258,-13.0061941,0.105658367,-1
58546795189370880,-13,0,-0.00180274434,-0.00668098824,-33.2733231,2.51218343,2.84719658,0.0494919717,-2.93705273,0.105658367,1
63050394799964160,-13,0,-0.00375370705,-0.00923229847,66.5163651,-3.99724913,-0.65240854,2.54717708,20.2003288,0.105658367,1
63050394816741376,-13,0,-0.00375370705,-0.00923229847,66.5163651,-3.99724913,1.39498234,-0.771141112,-2.75274682,0.105658367,1
67553994427334656,-13,0,-0.0087242648,0.00180522481,103.479927,-1.79493451,8.806283,1.17505705,50.826519,0.105658367,1
67553994444111872,-13,0,-0.0087242648,0.00180522481,103.479927,-1.79493451,-8.70914078,4.28874397,-16.4934864,0.105658367,1
72057594054705152,13,0,-0.00368331582,-0.0116888378,-51.005455,-2.62156796,-6.26815176,-1.20630813,-10.9253702,0.105658367,-1
72057594071482368,13,0,-0.00368331582,-0.0116888378,-51.005455,-2.62156796,-4.0252099,-0.647724271,0.141023949,0.105658367,-1
76561193682075648,-13,0,0.0188017692,-0.0141706839,-30.6519794,-0.750217974,5.24494743,-8.17948055,0.741469204,0.105658367,1
76561193698852864,-13,0,0.0188017692,-0.0141706839,-30.6519794,-0.750217974,-0.259819686,1.00583041,-1.47753966,0.105658367,1
81064793309446144,-13,0,0.0149828792,-0.00768449483,-42.6805115,0.11022377,-0.895492256,2.87233663,10.8044338,0.105658367,1
81064793326223360,13,0,0.0149828792,-0.00768449483,-42.6805115,0.11022377,-5.8750782,2.68769288,61.250145,0.105658367,-1
85568392936816640,-13,0,-0.00626635645,0.0146496044,10.3279324,-3.77177572,4.37797213,-4.68110466,-8.53098202,0.105658367,1
85568392953593856,-13,0,-0.00626635645,0.0146496044,10.3279324,-3.77177572,-5.61887646,2.02210689,0.158141077,0.105658367,1
90071992564187136,-13,0,0.0169078205,-0.0166923068,25.9890404,-0.886623383,0.978046894,-1.35547316,-11.9615068,0.105658367,1
90071992580964352,13,0,0.0169078205,-0.0166923068,25.9890404,-0.886623383,0.266599238,-5.42549086,-5.64191437,0.105658367,-1
94575592191557632,-13,0,0.00346399634,-0.00697238883,80.4850616,5.20015335,-0.481732637,1.05854595,-1.34128082,0.105658367,1
94575592208334848,-13,0,0.00346399634,-0.00697238883,80.4850616,5.20015335,-0.871587396,-6.11042929,9.60549545,0.105658367,1
99079191818928128,13,0,0.000416564144,0.00927230716,21.2437725,9.84879398,5.25160456,-2.21703458,18.73312,0.105658367,-1
99079191835705344,-13,0,0.000416564144,0.00927230716,21.2437725,9.84879398,-0.328977585,0.994203866,6.60330534,0.105658367,1
103582791446298624,13,0,-0.00510412594,-0.0165482238,-19.5803623,-1.73415875,-4.24005699,-2.95242023,2.56726241,0.105658367,-1
103582791463075840,-13,0,-0.00510412594,-0.0165482238,-19.5803623,-1.73415875,5.72426558,2.16169167,-10.8228645,0.105658367,1
108086391073669120,13,0,0.0152556924,-0.00328310835,26.0499058,3.60874104,-8.06976032,-1.09705675,-23.9454441,0.105658367,-1
108086391090446336,-13,0,0.0152556924,-0.00328310835,26.0499058,3.60874104,-5.90950632,5.93526936,-73.9627457,0.105658367,1
112589990701039616,-13,0,-0.00603330787,0.0162965544,-53.7279816,3.30883336,0.57070446,6.61682844,-34.8277588,0.105658367,1
112589990717816832,13,0,-0.00603330787,0.0162965544,-53.7279816,3.30883336,3.05018091,0.95933944,3.13793755,0.105658367,-1
117093590328410112,-13,0,-0.0121804187,-0.00485501951,30.1321735,-0.67596221,1.21793914,-0.636927128,-2.4423933,0.105658367,1
117093590345187328,-13,0,-0.0121804187,-0.00485501951,30.1321735,-0.67596221,3.08622456,6.53492546,2.98357487,0.105658367,1
121597189955780608,13,0,0.00811772794,0.00902662612,7.11572742,-12.7675962,0.50648874,2.73865056,-5.74333525,0.105658367,-1
121597189972557824,-13,0,0.00811772794,0.00902662612,7.11572742,-12.7675962,-8.3439436,0.843630552,52.7545357,0.105658367,1
126100789583151104,-13,0,0.0026158765,0.00259450544,73.3241043,-0.735935986,6.60013247,2.6732676,20.3665066,0.105658367,1
126100789599928320,13,0,0.0026158765,0.00259450544,73.3241043,-0.735935986,-1.88632107,-0.644857466,-1.68557918,0.105658367,-1
130604389210521600,-13,0,-0.0106795682,-0.00528645422,52.1794434,3.45368195,-2.23438358,-7.23414612,9.69332123,0.105658367,1
130604389227298816,13,0,-0.0106795682,-0.00528645422,52.1794434,3.45368195,2.19106388,0.73752439,-6.14934778,0.105658367,-1
135107988837892096,13,0,0.00222531916,-0.0270018708,-33.7948952,3.17417479,-3.86945224,4.1575799,-2.68813634,0.105658367,-1
