particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
72057594071482368,1152921916923718912,8.84103775,-153.229416,-1324.40002,-2.24055052,0.0456008725,-1.58741772,-14.6548939,14.7410669,0,0,0,0,6
72057594071482368,1152922054362672384,8.13008022,-131.568207,-1124.40002,-2.91160154,0.0585886054,-1.58699143,-14.6548939,14.7410669,0,0,0,0,5
40532396663111680,1152922054362672640,40.224987,-161.347549,-1123.19995,-4.27584076,1.94353569,-8.0017395,-52.0791626,52.7262306,0,0,0,0,7
49539595934629888,1152922191801625856,-8.6540699,-154.401581,-984.400024,0.532427907,-0.167020246,-3.81363177,-24.248167,24.5470257,0,0,0,0,5
72057594071482368,1152922191801625856,7.5269599,-116.409164,-984.400024,-3.38133717,0.0676777363,-1.58662987,-14.6548939,14.7410669,0,0,0,0,4
40532396663111680,1152922191801626112,34.9830132,-139.841385,-983.200012,-4.74863291,1.95643044,-7.99859619,-52.0791626,52.7262306,0,0,0,0,6
72057594071482368,1152922329240570624,6.79075289,-100.301346,-835.599976,-3.88059926,0.0773357451,-1.58618844,-14.6548939,14.7410669,0,0,0,0,3
153122387347374080,1152922329240578560,-83.8381805,-150.056488,-843.200012,-1.93229902,-4.31136417,-7.82075834,-44.7553253,45.6377296,0,0,0,0,5
49539595934629888,1152922329240579328,-7.65164661,-132.384781,-844.400024,0.0596825108,-0.180221185,-3.81303072,-24.248167,24.5470257,0,0,0,0,4
40532396663111680,1152922329240579584,29.7063808,-118.343681,-843.200012,-5.22142458,1.96932018,-7.99543238,-52.0791626,52.7262306,0,0,0,0,5
72057594071482368,1152922466679524096,6.12561607,-87.314621,-715.599976,-4.28322983,0.0851223841,-1.58578968,-14.6548939,14.7410669,0,0,0,0,2
40532396663111680,1152922466679524352,24.9125767,-98.941658,-716.799988,-5.64828825,1.98095334,-7.992558,-52.0791626,52.7262306,0,0,0,0,4
31525197408370688,1152922466679532032,-74.1407852,-129.631989,-723.200012,-3.15713882,-0.97569716,-1.7963835,-9.93596935,10.1446352,0,0,0,0,4
153122387347374080,1152922466679532032,-72.2615051,-129.09642,-723.200012,-2.34046793,-4.32393122,-7.81381702,-44.7553253,45.6377296,0,0,0,0,4
49539595934629888,1152922466679532800,-6.73176861,-113.516106,-724.400024,-0.345527798,-0.191534564,-3.81247902,-24.248167,24.5470257,0,0,0,0,3
171136785856856064,1152922466679534592,132.287933,-84.7488174,-724.400024,1.25658393,3.87636232,-2.42708778,-23.0440369,23.4937382,0,0,0,0,4
144115188092633088,1152922466679535616,98.5695724,127.862289,-724.400024,1.14274037,5.49751663,7.21212435,-47.5751991,48.4318924,0,0,0,0,5
49539595934629888,1152922604118477568,-5.84935522,-96.4109268,-615.599976,-0.71291852,-0.201790571,-3.81194997,-24.248167,24.5470257,0,0,0,0,2
72057594071482368,1152922604118477568,5.52263546,-76.4949493,-615.599976,-4.61875534,0.0916096941,-1.58542812,-14.6548939,14.7410669,0,0,0,0,1
40532396663111680,1152922604118477824,21.100008,-83.5969086,-616.799988,-5.98599672,1.99015379,-7.99027205,-52.0791626,52.7262306,0,0,0,0,3
31525197408370688,1152922604118485504,-64.266449,-111.58213,-623.200012,-3.49770808,-0.986519575,-1.79046297,-9.93596935,10.1446352,0,0,0,0,3
153122387347374080,1152922604118485504,-62.5885506,-111.643929,-623.200012,-2.68060851,-4.33439541,-7.80801725,-44.7553253,45.6377296,0,0,0,0,3
171136785856856064,1152922604118488064,115.48011,-74.1945572,-624.400024,0.916510403,3.87003422,-2.43716574,-23.0440369,23.4937382,0,0,0,0,3
144115188092633088,1152922604118489088,87.0046005,112.710152,-624.400024,0.803169727,5.50660181,7.20519018,-47.5751991,48.4318924,0,0,0,0,4
18014398526259200,1224979236083730944,32.4003181,-1.76960647,-70.9037781,-2.36525726,6.06962204,-0.341939837,-7.74916315,9.84976768,0,0,0,0,0
202661983265226752,1224979236083730944,32.8183479,-5.23616934,-119.969627,5.17977858,8.54697132,-1.35100567,-26.8055763,28.16782,0,0,0,0,1
