measurement_id,geometry_id,x,y,z,var_r,var_z
21,1152922191801617664,80.1911926,61.327961,-975.599976,0.000899999985,8.43614858e-37
22,1152922191801618176,66.968132,-86.3927078,-976.799988,0.000899999985,8.43614858e-37
23,1152922191801618944,80.2839813,61.4106522,-976.799988,0.000899999985,8.43614858e-37
24,1152922191801620224,-37.7047348,82.7443314,-975.599976,0.000899999985,8.43614858e-37
25,1152922191801622272,-123.001732,86.1226501,-983.200012,0.000899999985,8.43614858e-37
26,1152922191801622528,-123.132835,86.2437668,-984.400024,0.000899999985,8.43614858e-37
27,1152922191801622528,-121.95829,63.1496735,-984.400024,0.000899999985,8.43614858e-37
28,1152922191801623296,-115.771523,-5.68769073,-983.200012,0.000899999985,8.43614858e-37
29,1152922191801626112,27.8541393,-126.293068,-983.200012,0.000899999985,8.43614858e-37
30,1152922191801626112,16.1080112,-116.697075,-983.200012,0.000899999985,8.43614858e-37
31,1152922191801626112,20.5255356,-165.926056,-983.200012,0.000899999985,8.43614858e-37
32,1152922191801626368,64.85569,-145.345108,-984.400024,0.000899999985,8.43614858e-37
33,1152922191801627136,67.4369278,-87.0421524,-984.400024,0.000899999985,8.43614858e-37
34,1152922191801627392,114.788673,-97.6300888,-983.200012,0.000899999985,8.43614858e-37
35,1152922191801628416,123.246758,107.904869,-983.200012,0.000899999985,8.43614858e-37
36,1152922191801629696,-3.69590998,151.939667,-984.400024,0.000899999985,8.43614858e-37
37,1152922329240569088,-99.1487961,-4.8339057,-835.599976,0.000899999985,8.43614858e-37
38,1152922329240570624,13.4792185,-99.9761963,-835.599976,0.000899999985,8.43614858e-37
39,1152922329240570880,13.4997358,-100.119469,-836.799988,0.000899999985,8.43614858e-37
40,1152922329240571136,68.3787384,52.4423676,-835.599976,0.000899999985,8.43614858e-37
41,1152922329240571392,57.5202904,-74.1122284,-835.599976,0.000899999985,8.43614858e-37
42,1152922329240571648,57.610424,-74.21698,-836.799988,0.000899999985,8.43614858e-37
43,1152922329240572416,68.4575729,52.4793816,-836.799988,0.000899999985,8.43614858e-37
44,1152922329240573696,-31.512989,68.6252289,-835.599976,0.000899999985,8.43614858e-37
45,1152922329240575488,-95.7407837,117.180099,-844.400024,0.000899999985,8.43614858e-37
46,1152922329240575744,-105.550552,74.0775146,-843.200012,0.000899999985,8.43614858e-37
47,1152922329240576000,-105.734726,74.1676102,-844.400024,0.000899999985,8.43614858e-37
48,1152922329240576000,-104.685509,53.9399147,-844.400024,0.000899999985,8.43614858e-37
49,1152922329240579584,24.0584526,-108.417114,-843.200012,0.000899999985,8.43614858e-37
50,1152922329240579584,17.574522,-141.098907,-843.200012,0.000899999985,8.43614858e-37
51,1152922329240579840,55.6689377,-124.23101,-844.400024,0.000899999985,8.43614858e-37
52,1152922329240580608,88.3822632,-123.430687,-844.400024,0.000899999985,8.43614858e-37
53,1152922329240580864,99.6684723,-84.8822098,-843.200012,0.000899999985,8.43614858e-37
54,1152922329240581888,105.828255,93.0620575,-843.200012,0.000899999985,8.43614858e-37
55,1152922329240582656,51.0722046,137.299713,-844.400024,0.000899999985,8.43614858e-37
56,1152922329240583168,-3.42879462,132.014557,-844.400024,0.000899999985,8.43614858e-37
57,1152922466679522048,-89.7171555,63.0536194,-715.599976,0.000899999985,8.43614858e-37
58,1152922466679522048,-88.7552567,45.5661697,-715.599976,0.000899999985,8.43614858e-37
59,1152922466679522560,-85.6703949,-4.11657286,-715.599976,0.000899999985,8.43614858e-37
60,1152922466679524096,11.3872843,-86.4039078,-715.599976,0.000899999985,8.43614858e-37
61,1152922466679524352,20.640522,-92.3205566,-716.799988,0.000899999985,8.43614858e-37
62,1152922466679524352,11.4148283,-86.5273743,-716.799988,0.000899999985,8.43614858e-37
63,1152922466679524608,58.2974129,44.7692108,-715.599976,0.000899999985,8.43614858e-37
64,1152922466679524864,49.5031357,-63.6441231,-715.599976,0.000899999985,8.43614858e-37
65,1152922466679525120,49.5667839,-63.7566986,-716.799988,0.000899999985,8.43614858e-37
66,1152922466679525888,58.3541374,44.8465309,-716.799988,0.000899999985,8.43614858e-37
67,1152922466679527168,-26.1118965,56.5028267,-715.599976,0.000899999985,8.43614858e-37
68,1152922466679528960,-81.4740295,99.3861465,-724.400024,0.000899999985,8.43614858e-37
69,1152922466679529216,-90.6832047,63.6931419,-723.200012,0.000899999985,8.43614858e-37
70,1152922466679529472,-90.8151627,63.8175507,-724.400024,0.000899999985,8.43614858e-37
71,1152922466679532288,-51.3451233,-156.742126,-724.400024,0.000899999985,8.43614858e-37
72,1152922466679533056,15.0481358,-119.875725,-723.200012,0.000899999985,8.43614858e-37
73,1152922466679533312,47.7104301,-106.140213,-724.400024,0.000899999985,8.43614858e-37
74,1152922466679533824,76.1981354,-106.879768,-723.200012,0.000899999985,8.43614858e-37
75,1152922466679534080,76.2834396,-107.069878,-724.400024,0.000899999985,8.43614858e-37
76,1152922466679534336,86.6947708,-73.9735565,-723.200012,0.000899999985,8.43614858e-37
77,1152922466679535360,90.9407883,80.2263184,-723.200012,0.000899999985,8.43614858e-37
78,1152922466679536128,45.1534615,142.483231,-724.400024,0.000899999985,8.43614858e-37
79,1152922466679536128,43.1425552,115.482239,-724.400024,0.000899999985,8.43614858e-37
80,1152922466679536640,-3.10106778,114.959679,-724.400024,0.000899999985,8.43614858e-37
81,1152922604118475520,-77.2957993,54.40271,-615.599976,0.000899999985,8.43614858e-37
82,1152922604118475520,-76.3770218,39.0577011,-615.599976,0.000899999985,8.43614858e-37
83,1152922604118476032,-74.3963699,-3.58381486,-615.599976,0.000899999985,8.43614858e-37
84,1152922604118477568,9.71172905,-75.0730591,-615.599976,0.000899999985,8.43614858e-37
85,1152922604118477568,12.7309837,-100.829247,-615.599976,0.000899999985,8.43614858e-37
86,1152922604118477824,17.9433174,-79.5801773,-616.799988,0.000899999985,8.43614858e-37
87,1152922604118477824,9.7448988,-75.2273026,-616.799988,0.000899999985,8.43614858e-37
88,1152922604118478080,49.8693848,38.370903,-615.599976,0.000899999985,8.43614858e-37
89,1152922604118478336,42.7869873,-54.9646187,-615.599976,0.000899999985,8.43614858e-37
90,1152922604118478336,40.4870567,-89.7649994,-615.599976,0.000899999985,8.43614858e-37
91,1152922604118478592,42.8912735,-55.0856361,-616.799988,0.000899999985,8.43614858e-37
92,1152922604118478592,75.2207794,-64.2648697,-616.799988,0.000899999985,8.43614858e-37
93,1152922604118479360,49.9853249,38.4437103,-616.799988,0.000899999985,8.43614858e-37
94,1152922604118479360,77.7693481,68.8435287,-616.799988,0.000899999985,8.43614858e-37
95,1152922604118479872,35.9702301,95.919426,-616.799988,0.000899999985,8.43614858e-37
96,1152922604118480128,-2.81143665,99.4920273,-615.599976,0.000899999985,8.43614858e-37
97,1152922604118480384,-21.6645546,46.6073608,-616.799988,0.000899999985,8.43614858e-37
98,1152922604118480640,-21.6098747,46.480442,-615.599976,0.000899999985,8.43614858e-37
99,1152922604118480896,-68.6342239,83.4986191,-616.799988,0.000899999985,8.43614858e-37
100,1152922604118482432,-69.5384674,84.6219025,-624.400024,0.000899999985,8.43614858e-37
101,1152922604118483456,-152.449036,13.5650673,-624.400024,0.000899999985,8.43614858e-37
102,1152922604118483712,-152.138336,13.5410261,-623.200012,0.000899999985,8.43614858e-37
103,1152922604118485760,-44.6008415,-134.14534,-624.400024,0.000899999985,8.43614858e-37
104,1152922604118486528,28.1219006,-159.631989,-623.200012,0.000899999985,8.43614858e-37
105,1152922604118487296,66.1316681,-93.2027206,-623.200012,0.000899999985,8.43614858e-37
106,1152922604118487552,66.2784271,-93.375206,-624.400024,0.000899999985,8.43614858e-37
107,1152922604118489600,38.8328476,123.602913,-624.400024,0.000899999985,8.43614858e-37
108,1224979236083729152,32.5510445,-3.01943231,282.561096,4.00308054e-05,0.000224999996
109,1224979236083730944,32.4980507,-2.57995009,-114.970184,3.52502757e-05,0.000224999996
110,1224979236083730944,33.1337891,-7.85232115,-129.710907,0.000107388783,0.000224999996
111,1224979236083731200,32.7249374,-4.4615922,-20.083786,5.74851692e-05,0.000224999996
112,1224979236083731200,31.6894341,4.12614727,-16.5417614,8.08357399e-08,0.000224999996
113,1224979236083731456,31.645359,4.49167156,54.334507,3.96688904e-07,0.000224999996
114,1224979236083731456,33.1885834,-8.30673409,67.8631592,0.000114821938,0.000224999996
115,1224979236083732736,29.8262863,12.1585789,238.422302,1.41274359e-05,0.000224999996
116,1224979236083734528,30.8283291,10.378459,-140.847015,3.14245553e-05,0.000224999996
117,1224979236083734784,27.5215416,16.2529354,-1.09522855,3.87275975e-07,0.000224999996
118,1224979236083738112,-19.45858,-25.3502445,-122.339554,1.03702632e-07,0.000224999996
119,1224979236083738624,-24.9456463,-21.0440445,18.7917004,3.71643546e-05,0.000224999996
120,1224979236083739136,-28.8278465,-17.9973278,179.523438,0.000104260478,0.000224999996
121,1224979236083741440,-10.7563705,-30.1734467,-160.226471,4.37033304e-06,0.000224999996
122,1224979236083741696,-13.5669394,-29.3874264,-120.368614,2.27895143e-05,0.000224999996
123,1224979236083741952,-9.61608315,-30.4923477,0.814171314,9.6730173e-07,0.000224999996
124,1224979236083741952,-9.8858099,-30.416914,-54.6347084,1.55228111e-06,0.000224999996
125,1224979236083742208,-12.4501038,-29.6997681,24.5208988,1.38223659e-05,0.000224999996
126,1224979236083742208,-11.1599588,-30.0605774,9.82653141,6.15305225e-06,0.000224999996
127,1224979236083742720,-9.60607147,-30.4951458,158.330215,9.48230479e-07,0.000224999996
128,1224979236083743488,7.15197611,-31.3245811,282.002869,9.78701701e-06,0.000224999996
129,1224979236083744768,7.17257166,-31.3220978,-237.419876,9.90724402e-06,0.000224999996
130,1224979236083744768,3.85112309,-31.7225952,-233.387253,5.88767313e-10,0.000224999996
131,1224979236083744768,4.09315538,-31.6934109,-224.749695,6.40712514e-08,0.000224999996
132,1224979236083745024,5.28696346,-31.5494633,-204.555466,1.90589026e-06,0.000224999996
133,1224979236083745792,1.43641078,-32.0137596,22.7057476,5.07476307e-06,0.000224999996
134,1224979236083746048,3.38626957,-31.7786484,131.028442,1.72444103e-07,0.000224999996
