particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
63050394799964160,1152921779484760832,-38.4625053,164.542679,-1523.19995,-0.54856205,-1.7965771,7.91083384,-69.9904633,70.4590988,0,0,0,0,9
103582791446298624,1152921779484764928,-43.3232918,-140.895523,-1524.40002,1.54921436,-1.64166999,-5.48601151,-56.6396141,56.9284515,0,0,0,0,8
171136785873633280,1152921779484765440,0.236086726,-161.479691,-1524.40002,15.2615719,0.0597838536,-7.30223608,-66.7165375,67.1150818,0,0,0,0,7
54043195562000384,1152921916923713792,161.896011,14.3830929,-1323.19995,5.77763891,4.7562151,0.37411505,-40.1489677,40.4315758,0,0,0,0,10
54043195562000384,1152921916923714048,162.038177,14.3942738,-1324.40002,5.78167009,4.75622177,0.374029815,-40.1489677,40.4315758,0,0,0,0,11
63050394799964160,1152921916923714304,-33.3093681,141.941635,-1323.19995,-1.22015715,-1.81012833,7.90774441,-69.9904633,70.4590988,0,0,0,0,8
103582791446298624,1152921916923718400,-37.5058937,-121.530029,-1324.40002,0.878684103,-1.65328133,-5.48252344,-56.6396141,56.9284515,0,0,0,0,7
171136785873633280,1152921916923718912,0.0765422657,-139.589218,-1324.40002,14.5904579,0.04665865,-7.30233145,-66.7165375,67.1150818,0,0,0,0,6
90071992580964352,1152921916923719168,25.3470592,-160.261108,-1323.19995,10.6117382,1.11498106,-7.3601656,-66.0622787,66.4804535,0,0,0,0,9
103582791446298624,1152922054362663424,-31.4240799,-101.441727,-1116.80005,0.182673723,-1.66532588,-5.47887659,-56.6396141,56.9284515,0,0,0,0,5
54043195562000384,1152922054362667264,138.205994,12.4840784,-1123.19995,5.10581493,4.75507641,0.388319224,-40.1489677,40.4315758,0,0,0,0,8
54043195562000384,1152922054362667520,138.348114,12.4956837,-1124.40002,5.10984612,4.75508308,0.388234019,-40.1489677,40.4315758,0,0,0,0,9
63050394799964160,1152922054362667776,-28.1175117,119.349434,-1123.19995,-1.89175224,-1.8236742,7.90463114,-69.9904633,70.4590988,0,0,0,0,7
108086391073669120,1152922054362668800,-115.444534,108.375397,-1123.19995,8.58568001,-5.57326508,5.16724443,-54.982502,55.5053902,0,0,0,0,6
184647584755744768,1152922054362669056,-131.793915,79.820694,-1124.40002,8.4529047,-1.82177973,1.15725541,-15.3048601,15.4566498,0,0,0,0,5
103582791446298624,1152922054362671872,-31.6475067,-102.176903,-1124.40002,0.208153874,-1.66488516,-5.47901058,-56.6396141,56.9284515,0,0,0,0,6
171136785873633280,1152922054362672384,-0.0436557755,-117.698479,-1124.40002,13.9193449,0.0335332975,-7.30240345,-66.7165375,67.1150818,0,0,0,0,5
90071992580964352,1152922054362672640,21.951292,-137.981674,-1123.19995,9.94038677,1.12833953,-7.3581295,-66.0622787,66.4804535,0,0,0,0,8
189151184366338048,1152922054362672896,49.7815208,-139.639709,-1124.40002,2.36931396,3.18957472,-8.81397247,-63.5835152,64.2707901,0,0,0,0,6
180143985111597056,1152922054362673152,132.358429,84.673912,-1124.40002,4.67619705,3.44194245,2.25801706,-31.2982216,31.5679493,0,0,0,0,7
148618787720003584,1152922054362674176,125.083023,-84.4432831,-1124.40002,3.53964257,6.51201391,-4.44931459,-54.9737854,55.5367546,0,0,0,0,7
144115188109410304,1152922054362674432,145.685928,-61.0663338,-1123.19995,-3.30730247,8.35041142,-3.55176163,-59.7496147,60.4348564,0,0,0,0,7
18014398526259200,1152922054362675968,41.1928978,167.953033,-1123.19995,-1.13731134,0.810635746,3.52179909,-24.6260166,24.8899975,0,0,0,0,7
103582791446298624,1152922191801616896,-27.2977467,-87.9022675,-976.799988,-0.286697447,-1.67344403,-5.47640276,-56.6396141,56.9284515,0,0,0,0,4
171136785873633280,1152922191801617152,-0.107556194,-101.411652,-975.599976,13.4200363,0.0237679631,-7.30244207,-66.7165375,67.1150818,0,0,0,0,4
63050394799964160,1152922191801619968,-24.2925396,102.817612,-976.799988,-2.38335991,-1.83358645,7.90233803,-69.9904633,70.4590988,0,0,0,0,5
54043195562000384,1152922191801620736,121.626404,11.1126709,-983.200012,4.6355381,4.75425386,0.398260087,-40.1489677,40.4315758,0,0,0,0,6
54043195562000384,1152922191801620992,121.768501,11.1245737,-984.400024,4.63956928,4.75426102,0.398174882,-40.1489677,40.4315758,0,0,0,0,7
63050394799964160,1152922191801621248,-24.4601841,103.540215,-983.200012,-2.36186886,-1.83315325,7.90243816,-69.9904633,70.4590988,0,0,0,0,6
108086391073669120,1152922191801622272,-101.263573,95.2073975,-983.200012,8.11424923,-5.56536961,5.17574692,-54.982502,55.5053902,0,0,0,0,5
184647584755744768,1152922191801622528,-115.10038,69.2805481,-984.400024,7.98128366,-1.82809937,1.14724624,-15.3048601,15.4566498,0,0,0,0,4
90071992580964352,1152922191801626112,19.5501957,-122.389763,-983.200012,9.47044086,1.13768816,-7.35668993,-66.0622787,66.4804535,0,0,0,0,7
