measurement_id,geometry_id,x,y,z,var_r,var_z
14,1152922191801617152,-8.91492939,-103.37571,-975.599976,0.000899999985,8.43614858e-37
15,1152922191801621504,-57.9995117,150.696838,-984.400024,0.000899999985,8.43614858e-37
16,1152922191801622272,-133.511261,99.6994705,-983.200012,0.000899999985,8.43614858e-37
17,1152922191801622528,-106.834824,53.1337395,-984.400024,0.000899999985,8.43614858e-37
18,1152922191801623808,116.322937,40.298645,-983.200012,0.000899999985,8.43614858e-37
19,1152922191801626112,21.4570618,-118.163879,-983.200012,0.000899999985,8.43614858e-37
20,1152922191801628160,121.330772,-20.1351871,-984.400024,0.000899999985,8.43614858e-37
21,1152922329240568320,99.9566193,34.4679794,-836.799988,0.000899999985,8.43614858e-37
22,1152922329240568576,-90.384346,44.8143616,-835.599976,0.000899999985,8.43614858e-37
23,1152922329240570624,-7.7949748,-89.1453857,-835.599976,0.000899999985,8.43614858e-37
24,1152922329240570880,17.9263573,-100.415962,-836.799988,0.000899999985,8.43614858e-37
25,1152922329240572160,103.433502,-17.0849323,-836.799988,0.000899999985,8.43614858e-37
26,1152922329240574720,-18.7709446,158.069672,-843.200012,0.000899999985,8.43614858e-37
27,1152922329240574976,-49.7049828,128.721313,-844.400024,0.000899999985,8.43614858e-37
28,1152922329240575744,-114.364166,84.9820251,-843.200012,0.000899999985,8.43614858e-37
29,1152922329240577280,100.687263,34.7267075,-843.200012,0.000899999985,8.43614858e-37
30,1152922329240581632,104.341743,-17.2584381,-844.400024,0.000899999985,8.43614858e-37
31,1152922329240582912,23.8320255,160.318298,-843.200012,0.000899999985,8.43614858e-37
32,1152922466679521792,86.5579529,29.6833649,-716.799988,0.000899999985,8.43614858e-37
33,1152922466679522048,-77.0489273,38.1207962,-715.599976,0.000899999985,8.43614858e-37
34,1152922466679524096,-6.76194429,-76.9875488,-715.599976,0.000899999985,8.43614858e-37
35,1152922466679524352,15.141921,-85.8696289,-716.799988,0.000899999985,8.43614858e-37
36,1152922466679525632,88.8732529,-14.6370697,-716.799988,0.000899999985,8.43614858e-37
37,1152922466679528192,-15.9059038,134.952225,-723.200012,0.000899999985,8.43614858e-37
38,1152922466679528448,-42.5801353,109.91143,-724.400024,0.000899999985,8.43614858e-37
39,1152922466679529216,-97.8895569,72.3880539,-723.200012,0.000899999985,8.43614858e-37
40,1152922466679536384,20.6693611,137.781906,-723.200012,0.000899999985,8.43614858e-37
41,1152922604118475264,75.3801117,25.7529678,-616.799988,0.000899999985,8.43614858e-37
42,1152922604118475520,-65.933548,32.582653,-615.599976,0.000899999985,8.43614858e-37
43,1152922604118475520,-83.0339432,61.2095032,-615.599976,0.000899999985,8.43614858e-37
44,1152922604118477568,-5.92682838,-66.8490295,-615.599976,0.000899999985,8.43614858e-37
45,1152922604118477824,12.8976059,-73.75383,-616.799988,0.000899999985,8.43614858e-37
46,1152922604118479104,76.7877731,-12.6113491,-616.799988,0.000899999985,8.43614858e-37
47,1152922604118480384,-36.1165733,93.0428772,-616.799988,0.000899999985,8.43614858e-37
48,1152922604118481664,-13.5457211,115.658401,-623.200012,0.000899999985,8.43614858e-37
49,1152922604118481664,-29.4833164,165.507874,-623.200012,0.000899999985,8.43614858e-37
50,1152922604118483968,-146.912155,-32.5603676,-624.400024,0.000899999985,8.43614858e-37
51,1152922604118485760,-68.5914764,-152.508575,-624.400024,0.000899999985,8.43614858e-37
52,1152922604118489856,17.9631844,118.988716,-623.200012,0.000899999985,8.43614858e-37
53,1224979236083729152,32.2242432,-0.3091892,252.398499,1.50308615e-05,0.000224999996
54,1224979236083730432,32.8345184,-5.37038898,-254.499405,6.97539144e-05,0.000224999996
55,1224979236083731200,32.5349808,-2.88622141,-18.8850574,3.8553957e-05,0.000224999996
56,1224979236083731456,32.0188217,1.39443338,36.0767288,5.25361429e-06,0.000224999996
57,1224979236083731456,31.2935448,7.40936947,9.86825275,1.13403576e-05,0.000224999996
58,1224979236083731968,31.8646545,2.67298698,192.045837,1.18607238e-06,0.000224999996
59,1224979236083731968,31.4906807,5.77445984,194.08783,3.3838171e-06,0.000224999996
60,1224979236083734016,30.8355885,10.3655634,-219.8759,3.15723846e-05,0.000224999996
61,1224979236083735040,28.153614,15.1300669,65.8983459,3.44724469e-07,0.000224999996
62,1224979236083735040,30.251627,11.4029655,27.1958618,2.06962468e-05,0.000224999996
63,1224979236083735040,32.3403244,7.69241476,9.28790379,6.83437611e-05,0.000224999996
64,1224979236083735040,30.1553497,11.5739994,10.8820171,1.91067811e-05,0.000224999996
65,1224979236083735040,31.4492664,9.27536869,25.0632286,4.51514134e-05,0.000224999996
66,1224979236083735552,33.220829,6.1282053,204.229492,9.46586297e-05,0.000224999996
67,1224979236083736576,-24.5912113,-21.3222008,339.148895,3.24622561e-05,0.000224999996
68,1224979236083738368,-21.8020973,-23.5110722,2.17689967,6.08266873e-06,0.000224999996
69,1224979236083738368,-28.9551373,-17.8974323,-65.1212769,0.000106849118,0.000224999996
70,1224979236083739136,-28.9949856,-17.8661594,200.121521,0.000107663385,0.000224999996
71,1224979236083739904,-5.76894236,-31.5682621,254.540131,7.5876651e-06,0.000224999996
72,1224979236083741440,-12.87607,-29.5806389,-149.463104,1.69949017e-05,0.000224999996
73,1224979236083741952,-15.4893074,-28.8498058,-65.2258835,4.28720377e-05,0.000224999996
74,1224979236083741952,-7.18854046,-31.1712475,-1.63356733,1.90696107e-06,0.000224999996
75,1224979236083742208,-13.8481293,-29.3087864,5.17909622,2.53716207e-05,0.000224999996
76,1224979236083742208,-14.3149843,-29.1782227,29.6826572,2.99355324e-05,0.000224999996
77,1224979236083742208,-14.2594938,-29.1937428,61.0739822,2.93752619e-05,0.000224999996
78,1224979236083742208,-14.0074406,-29.2642326,15.4280787,2.68905806e-05,0.000224999996
79,1224979236083742208,-11.3803701,-29.9989357,18.4194775,7.25227346e-06,0.000224999996
80,1224979236083742464,-11.6782579,-29.9156265,125.794006,8.87745318e-06,0.000224999996
81,1224979236083742720,-9.75235462,-30.454237,168.034103,1.2457067e-06,0.000224999996
82,1224979236083743488,-6.00184107,-32.9106598,266.429138,7.87949175e-05,0.000224999996
83,1224979236083744768,5.31860399,-31.5456486,-269.814911,1.98912085e-06,0.000224999996
84,1224979236083744768,-2.97455907,-32.5456314,-277.40094,3.95306415e-05,0.000224999996
85,1224979236083745280,-4.48150349,-32.7273369,-115.892357,5.77439932e-05,0.000224999996
86,1224979236083745536,0.71798712,-32.1003876,-6.51593447,8.5524216e-06,0.000224999996
87,1224979236083745536,-7.6237669,-33.1062317,-1.94667828,0.000103705985,0.000224999996
88,1224979236083747072,16.4861889,-27.3902416,261.416473,7.62772004e-07,0.000224999996
89,1224979236083748352,5.64500093,-33.4928284,-285.799133,0.000103354876,0.000224999996
90,1224979236083749632,14.8631611,-28.3038559,106.493958,7.64606057e-07,0.000224999996
91,1224979236083749632,12.3363018,-29.7262459,77.0333405,1.27552912e-05,0.000224999996
92,1224979236083750656,17.6337929,-29.2910728,274.742676,0.000113769864,0.000224999996
