particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
81064793309446144,1152921779484762112,-135.337753,89.2778091,-1524.40002,-7.14920092,-1.52959633,1.06724012,-17.2687225,17.3694725,0,0,0,0,8
180143985111597056,1152921779484762624,-149.268082,29.3591995,-1524.40002,-2.13396621,-6.42838097,1.21726418,-64.259903,64.5921936,0,0,0,0,8
103582791463075840,1152921779484762880,-150.835892,3.90872431,-1523.19995,2.18907952,-4.95861912,0.174184188,-49.1498451,49.3997612,0,0,0,0,8
108086391073669120,1152921779484769280,11.4475622,163.170837,-1524.40002,6.63548136,0.686638951,9.08010674,-89.5578918,90.0196991,0,0,0,0,8
81064793309446144,1152921916923715584,-117.57975,76.9790344,-1324.40002,-7.82022142,-1.5369705,1.05659258,-17.2687225,17.3694725,0,0,0,0,7
180143985111597056,1152921916923716096,-129.264175,25.5519676,-1324.40002,-2.80454421,-6.42609835,1.22925818,-64.259903,64.5921936,0,0,0,0,7
103582791463075840,1152921916923716352,-130.657486,3.22455144,-1323.19995,1.51855922,-4.9590292,0.162085518,-49.1498451,49.3997612,0,0,0,0,7
225179981402079232,1152921916923716608,-164.770645,-28.8827553,-1324.40002,-0.307977885,-3.81673408,-0.720320761,-30.843195,31.086977,0,0,0,0,8
94575592191557632,1152921916923721984,85.8086777,131.966003,-1323.19995,0.724558294,3.24841809,4.91122484,-47.9077988,48.268425,0,0,0,0,7
108086391073669120,1152921916923722752,9.927742,142.892197,-1324.40002,5.96491289,0.67448014,9.08101749,-89.5578918,90.0196991,0,0,0,0,7
103582791463075840,1152922054362662144,-109.710602,2.56645584,-1115.59998,0.822558999,-4.95942354,0.149526089,-49.1498451,49.3997612,0,0,0,0,5
81064793309446144,1152922054362669056,-99.7367783,64.8038712,-1124.40002,-8.49124146,-1.54427052,1.04589427,-17.2687225,17.3694725,0,0,0,0,6
180143985111597056,1152922054362669568,-109.267426,21.7074146,-1124.40002,-3.47512221,-6.42379332,1.24124801,-64.259903,64.5921936,0,0,0,0,6
103582791463075840,1152922054362669824,-110.47747,2.58961248,-1123.19995,0.848038793,-4.95940971,0.14998588,-49.1498451,49.3997612,0,0,0,0,6
225179981402079232,1152922054362670080,-140.012344,-24.2600212,-1124.40002,-0.980378985,-3.81950569,-0.705476046,-30.843195,31.086977,0,0,0,0,7
90071992580964352,1152922054362672896,62.7904167,-148.908478,-1124.40002,2.08660054,2.01601267,-4.90630054,-33.4550591,33.8731232,0,0,0,0,6
193654784010485760,1152922054362674432,145.17746,-61.4413071,-1123.19995,6.00649261,7.66042376,-3.19144535,-63.3558273,63.8970985,0,0,0,0,7
94575592191557632,1152922054362675456,72.2732239,111.446228,-1123.19995,0.0524083078,3.23611474,4.91934061,-47.9077988,48.268425,0,0,0,0,6
108086391073669120,1152922054362676224,8.43507576,122.611526,-1124.40002,5.29434443,0.662320197,9.08191299,-89.5578918,90.0196991,0,0,0,0,6
81064793309446144,1152922191801615104,-86.4069901,55.826088,-975.599976,-8.99048138,-1.54965353,1.03790188,-17.2687225,17.3694725,0,0,0,0,5
180143985111597056,1152922191801615360,-94.5144424,18.8462048,-976.799988,-3.97000885,-6.42207766,1.2500937,-64.259903,64.5921936,0,0,0,0,5
103582791463075840,1152922191801615616,-95.5836639,2.15260434,-975.599976,0.353194684,-4.95967197,0.141055778,-49.1498451,49.3997612,0,0,0,0,4
108086391073669120,1152922191801619712,7.34215021,107.521431,-975.599976,4.79544163,0.65327239,9.08256817,-89.5578918,90.0196991,0,0,0,0,4
72057594054705152,1152922191801621760,-89.0459976,147.900375,-983.200012,-2.69925046,-5.146173,8.44599533,-55.3303795,56.2074738,0,0,0,0,7
225179981402079232,1152922191801623552,-122.670937,-21.0813999,-984.400024,-1.45105982,-3.82141161,-0.695078373,-30.843195,31.086977,0,0,0,0,6
90071992580964352,1152922191801626368,54.3282242,-128.387589,-984.400024,1.61377525,2.02831674,-4.90122652,-33.4550591,33.8731232,0,0,0,0,5
193654784010485760,1152922191801627904,128.254593,-54.3778267,-983.200012,5.5355134,7.65618849,-3.20159197,-63.3558273,63.8970985,0,0,0,0,6
94575592191557632,1152922191801628928,62.8289909,97.0622635,-983.200012,-0.418096691,3.22749043,4.92500305,-47.9077988,48.268425,0,0,0,0,5
108086391073669120,1152922191801629696,7.4063673,108.413879,-984.400024,4.82494688,0.653807521,9.08253002,-89.5578918,90.0196991,0,0,0,0,5
81064793309446144,1152922329240568576,-73.8233261,47.4422379,-835.599976,-9.46019554,-1.55468035,1.03035688,-17.2687225,17.3694725,0,0,0,0,4
180143985111597056,1152922329240568832,-80.5247498,16.1135464,-836.799988,-4.43941355,-6.42043924,1.25848162,-64.259903,64.5921936,0,0,0,0,4
103582791463075840,1152922329240569088,-81.4560394,1.76288056,-835.599976,-0.116169609,-4.95990562,0.132585078,-49.1498451,49.3997612,0,0,0,0,3
225179981402079232,1152922329240569344,-104.378838,-17.7813454,-836.799988,-1.94729185,-3.82339025,-0.684110701,-30.843195,31.086977,0,0,0,0,4
94575592191557632,1152922329240572672,52.8993797,81.8795547,-835.599976,-0.914143384,3.21838713,4.93095684,-47.9077988,48.268425,0,0,0,0,4
108086391073669120,1152922329240573184,6.32758617,93.3227615,-835.599976,4.32604408,0.644759059,9.08317661,-89.5578918,90.0196991,0,0,0,0,3
72057594054705152,1152922329240575232,-76.0410767,126.519981,-843.200012,-3.17364287,-5.13335371,8.45379257,-55.3303795,56.2074738,0,0,0,0,6
202661983265226752,1152922329240576512,-150.465607,21.6310482,-844.400024,2.82023263,-3.84908247,0.599209845,-20.1142006,20.4882088,0,0,0,0,5
225179981402079232,1152922329240577024,-105.320938,-17.9499836,-844.400024,-1.92174053,-3.82328916,-0.684675574,-30.843195,31.086977,0,0,0,0,5
184647584738967552,1152922329240577792,-135.651932,-78.5718689,-844.400024,8.51789474,-3.40711713,-2.02765846,-20.628931,21.0067558,0,0,0,0,4
54043195562000384,1152922329240579840,57.6039467,-160.051132,-844.400024,5.3243494,1.8147552,-4.89144373,-28.9914093,29.4573002,0,0,0,0,4
90071992580964352,1152922329240579840,45.8145676,-107.888008,-844.400024,1.14094996,2.04060793,-4.89612198,-33.4550591,33.8731232,0,0,0,0,4
171136785873633280,1152922329240581120,155.857727,-72.6354599,-844.400024,9.58436489,1.20596898,-0.618792951,-6.29650545,6.44161558,0,0,0,0,6
171136785873633280,1152922329240581376,155.627884,-72.51754,-843.200012,9.58026981,1.20603967,-0.618655145,-6.29650545,6.44161558,0,0,0,0,5
193654784010485760,1152922329240581376,111.34108,-47.2919273,-843.200012,5.06453419,7.65193987,-3.2117331,-63.3558273,63.8970985,0,0,0,0,5
126100789599928320,1152922329240581888,131.284271,94.8939056,-843.200012,4.93126392,6.85228491,5.01259518,-46.0449219,46.8212128,0,0,0,0,5
81064793309446144,1152922466679522048,-63.0049973,40.3048325,-715.599976,-9.86280727,-1.55895984,1.02387047,-17.2687225,17.3694725,0,0,0,0,3
180143985111597056,1152922466679522304,-68.5364304,13.7567253,-716.799988,-4.84176016,-6.4190259,1.2656697,-64.259903,64.5921936,0,0,0,0,3
103582791463075840,1152922466679522560,-69.3461304,1.44803607,-715.599976,-0.518481851,-4.96009445,0.12532416,-49.1498451,49.3997612,0,0,0,0,2
225179981402079232,1152922466679522816,-89.5002823,-15.137064,-716.799988,-2.35073256,-3.82497573,-0.675189793,-30.843195,31.086977,0,0,0,0,3
90071992580964352,1152922466679524864,37.9365959,-89.0473175,-715.599976,0.705950677,2.05190468,-4.89139843,-33.4550591,33.8731232,0,0,0,0,3
193654784010485760,1152922466679525376,95.9338226,-40.8141251,-715.599976,4.63527012,7.64805603,-3.22097111,-63.3558273,63.8970985,0,0,0,0,3
94575592191557632,1152922466679526144,44.8472023,69.5223923,-715.599976,-1.31743336,3.21097779,4.93578482,-47.9077988,48.268425,0,0,0,0,3
108086391073669120,1152922466679526656,5.46855259,81.1517334,-715.599976,3.92370296,0.637461543,9.0836916,-89.5578918,90.0196991,0,0,0,0,2
