particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,270.630402,-1171.13757,82.1279984,-6.86761141,2.14401412,-7.67747831,-0.570444763,0.105658367,-1
4503599660924928,13,0,33.8451424,1201.52344,3612.87842,1.31266403,-0.331232429,1.03864169,3.06548834,0.105658367,-1
9007199271518208,13,0,597.449402,53.418354,-4002,15.6850433,4.40668249,0.574534833,-29.6393242,0.105658367,-1
9007199288295424,13,0,148.303391,-1192.81604,16.4326668,6.21121359,0.698465824,-2.69693947,0.0384709276,0.105658367,-1
13510798898888704,-13,0,-1177.81311,239.917114,-1574.06006,7.86963749,-2.84407854,0.94706291,-4.09454393,0.105658367,1
13510798915665920,-13,0,282.481659,1168.33557,947.374573,6.02579069,2.50038457,8.80811977,6.66817045,0.105658367,1
18014398526259200,-13,0,-603.747009,1039.3717,1500.66748,15.1052771,-0.312352121,1.25516689,1.55357552,0.105658367,1
18014398543036416,-13,0,289.404968,-1166.63989,-197.352905,12.8462629,0.295235664,-2.68671727,-0.526691854,0.105658367,1
22517998153629696,13,0,-256.27475,773.194092,-4002,6.69875336,-1.8009764,4.65736914,-24.1927547,0.105658367,-1
22517998170406912,13,0,1156.50049,327.58316,925.966797,-1.57455015,8.50412369,2.78348804,7.29242086,0.105658367,-1
27021597781000192,-13,0,-653.571289,1008.78571,2775.17383,13.4029665,-2.46302795,4.46439934,12.1097069,0.105658367,1
27021597797777408,13,0,-690.959839,983.554016,1247.33594,9.04148579,-4.18919659,5.33628035,7.49928045,0.105658367,-1
31525197408370688,-13,0,-1129.38208,-411.46109,3584.97217,15.6233091,-1.57124901,-0.18894504,4.72842693,0.105658367,1
31525197425147904,-13,0,364.66687,1145.34802,982.36145,8.14655781,1.17566168,2.50469232,2.34250665,0.105658367,1
36028797035741184,-13,0,-46.9572639,511.102844,4002,13.9710407,-0.0638003945,2.37636423,18.4488945,0.105658367,1
36028797052518400,13,0,583.852661,-1050.67603,-932.416504,5.67706156,2.48325348,-3.72689986,-3.53009486,0.105658367,-1
